policy,scenario,replication,overflow_incidents,overflow_bin_hours,overflow_spilled_kg,distance_km,travel_time_hours,service_time_hours,depot_unloading_time_hours,turnaround_time_hours,idling_time_hours,collection_trips,collection_stops,wasted_pickups,collected_kg,mean_fill_at_collection_pct,truck_utilization_pct,unserved_required_bins,inspection_events,base_driving_fuel_l,traffic_fuel_penalty_l,payload_fuel_penalty_l,driving_fuel_l,collection_idle_fuel_l,depot_idle_fuel_l,fuel_l,co2_kg,routing_fallbacks,forecast_driven_dispatches,capacity_constrained_decisions,dispatch_limit_blocks,sensor_uncertainty_decisions,overflow_incidents_post_warmup,overflow_bin_hours_post_warmup,overflow_spilled_kg_post_warmup,distance_km_post_warmup,travel_time_hours_post_warmup,service_time_hours_post_warmup,depot_unloading_time_hours_post_warmup,turnaround_time_hours_post_warmup,idling_time_hours_post_warmup,collection_trips_post_warmup,collection_stops_post_warmup,wasted_pickups_post_warmup,collected_kg_post_warmup,mean_fill_at_collection_pct_post_warmup,truck_utilization_pct_post_warmup,unserved_required_bins_post_warmup,inspection_events_post_warmup,base_driving_fuel_l_post_warmup,traffic_fuel_penalty_l_post_warmup,payload_fuel_penalty_l_post_warmup,driving_fuel_l_post_warmup,collection_idle_fuel_l_post_warmup,depot_idle_fuel_l_post_warmup,fuel_l_post_warmup,co2_kg_post_warmup,routing_fallbacks_post_warmup,forecast_driven_dispatches_post_warmup,capacity_constrained_decisions_post_warmup,dispatch_limit_blocks_post_warmup,sensor_uncertainty_decisions_post_warmup,uncollected_kg_at_horizon,unfinished_trip_count,analysis_warmup_days,overflow_bin_hours_glass_bottles,overflow_incidents_glass_bottles,overflow_spilled_kg_glass_bottles,overflow_bin_hours_metal_cans,overflow_incidents_metal_cans,overflow_spilled_kg_metal_cans,overflow_bin_hours_mixed_general_waste,overflow_incidents_mixed_general_waste,overflow_spilled_kg_mixed_general_waste,overflow_bin_hours_plastic_cups,overflow_incidents_plastic_cups,overflow_spilled_kg_plastic_cups
smart,high_demand_seasonal,1,7.0,13.479605555555525,104.89611435705004,1566.2039999999981,47.530069444444464,69.6000000000001,22.666666666666654,0.0,92.26666666666675,68.0,522.0,92.0,161445.47236304107,62.85433228670294,26.37997914428776,0.0,485.0,704.7918000000004,67.70758499999998,16.708195529829823,789.2075805298302,208.8000000000019,68.0,1066.007580529832,2856.90031581995,0.0,46.0,0.0,0.0,116.0,7.0,13.479605555555525,104.89611435705004,1497.570999999998,45.6391805555556,66.66666666666661,21.666666666666657,0.0,88.33333333333327,65.0,500.0,90.0,157012.1004268199,62.84311970352068,26.83967528663588,0.0,461.0,673.9069500000003,67.70758499999998,16.112856029398472,757.7273910293987,200.00000000000176,65.0,1022.7273910294005,2740.9094079587935,0.0,45.0,0.0,0.0,105.0,5926.189600814399,0,3,0.0,0.0,0.0,0.0,0.0,0.0,4.7486194444444365,3.0,85.33861255465922,8.730986111111086,4.0,19.557501802390817
fixed,event_heavy,1,2.0,27.170711111111206,108.00233510608678,592.5419999999997,21.251100000000005,52.799999999999855,5.999999999999998,0.0,58.799999999999855,18.0,396.0,194.0,101636.4880720952,51.953963536045094,62.73857288400939,0.0,36.0,266.6438999999999,47.323845,14.635876857754324,328.60362185775426,158.40000000000117,18.0,505.00362185775543,1353.4097065787846,0.0,0.0,0.0,0.0,9.0,2.0,27.170711111111206,108.00233510608678,592.5419999999997,21.251100000000005,52.799999999999855,5.999999999999998,0.0,58.799999999999855,18.0,396.0,194.0,101636.4880720952,51.953963536045094,62.73857288400939,0.0,36.0,266.6438999999999,47.323845,14.635876857754324,328.60362185775426,158.40000000000117,18.0,505.00362185775543,1353.4097065787846,0.0,0.0,0.0,0.0,9.0,7437.676076300802,0,3,0.0,0.0,0.0,0.0,0.0,0.0,27.170711111111206,2.0,108.00233510608678,0.0,0.0,0.0
smart,event_heavy,1,1.0,3.4426666666666885,4.720021273536034,912.602,26.348898611111135,43.466666666666555,12.333333333333337,0.0,55.79999999999989,37.0,326.0,45.0,101547.50277786053,63.47115413551699,30.4947455789371,0.0,474.0,410.67089999999996,21.764812499999998,10.953001957061735,443.3887144570617,130.40000000000077,37.0,610.7887144570625,1636.9137547449277,0.0,26.0,0.0,0.0,117.0,1.0,3.4426666666666885,4.720021273536034,912.602,26.348898611111135,43.466666666666555,12.333333333333337,0.0,55.79999999999989,37.0,326.0,45.0,101547.50277786053,63.47115413551699,30.4947455789371,0.0,450.0,410.67089999999996,21.764812499999998,10.953001957061735,443.3887144570617,130.40000000000077,37.0,610.7887144570625,1636.9137547449277,0.0,26.0,0.0,0.0,106.0,7629.943684367991,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4426666666666885,1.0,4.720021273536034
fixed,persistent_multi_day_surge,1,49.0,590.8629277777789,3356.5320950850096,605.3789999999996,21.59479583333334,52.799999999999855,7.33333333333333,0.6666666666666666,60.133333333333184,22.0,395.0,140.0,122706.91567353904,62.58514128551523,61.973189734110626,1.0,35.0,272.42054999999993,46.962225,16.49706583182354,335.87984083182346,158.40000000000117,22.0,516.2798408318247,1383.6299734292902,0.0,0.0,0.0,0.0,9.0,49.0,590.8629277777789,3356.5320950850096,605.3789999999996,21.59479583333334,52.799999999999855,7.33333333333333,0.6666666666666666,60.133333333333184,22.0,395.0,140.0,122706.91567353904,62.58514128551523,61.973189734110626,1.0,35.0,272.42054999999993,46.962225,16.49706583182354,335.87984083182346,158.40000000000117,22.0,516.2798408318247,1383.6299734292902,0.0,0.0,0.0,0.0,9.0,7890.143837178451,0,3,0.0,0.0,0.0,26.12364027777785,1.0,81.48336792762268,385.07955833333443,29.0,2953.1667080426782,179.6597291666665,19.0,321.88201911471026
smart,persistent_multi_day_surge,1,5.0,15.837969444444326,44.24376941065148,1116.0869999999993,32.6791388888889,55.19999999999985,15.000000000000009,0.0,70.19999999999986,45.0,414.0,59.0,129348.98880794922,63.12535805679649,31.938021927888695,1.0,489.0,502.2391499999998,32.26088250000002,14.481767699241468,548.9818001992413,165.60000000000127,45.0,759.5818001992426,2035.6792245339702,0.0,27.0,1.0,0.0,117.0,5.0,15.837969444444326,44.24376941065148,1116.0869999999993,32.6791388888889,55.19999999999985,15.000000000000009,0.0,70.19999999999986,45.0,414.0,59.0,129348.98880794922,63.12535805679649,31.938021927888695,1.0,465.0,502.2391499999998,32.26088250000002,14.481767699241468,548.9818001992413,165.60000000000127,45.0,759.5818001992426,2035.6792245339702,0.0,27.0,1.0,0.0,106.0,4560.359028442635,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.9868611111111022,1.0,3.8589708184173332,14.851108333333224,4.0,40.38479859223415
fixed,localized_surge,1,15.0,235.244280555556,1348.7956947473042,592.5419999999997,21.251100000000005,52.799999999999855,5.999999999999998,0.0,58.799999999999855,18.0,396.0,176.0,109262.66749182848,56.0373450765153,67.44609104433857,0.0,35.0,266.6438999999999,47.323845,15.688772664492468,329.6565176644924,158.40000000000117,18.0,506.0565176644936,1356.231467340843,0.0,0.0,0.0,0.0,9.0,15.0,235.244280555556,1348.7956947473042,592.5419999999997,21.251100000000005,52.799999999999855,5.999999999999998,0.0,58.799999999999855,18.0,396.0,176.0,109262.66749182848,56.0373450765153,67.44609104433857,0.0,35.0,266.6438999999999,47.323845,15.688772664492468,329.6565176644924,158.40000000000117,18.0,506.0565176644936,1356.231467340843,0.0,0.0,0.0,0.0,9.0,7890.143837178451,0,3,0.0,0.0,0.0,0.0,0.0,0.0,140.54710138888956,9.0,1158.6516172657991,94.6971791666665,6.0,190.14407748150467
smart,localized_surge,1,0.0,0.0,0.0,1097.5259999999994,30.54091388888891,48.79999999999987,15.666666666666677,0.0,64.46666666666654,47.0,366.0,71.0,110259.14075428054,61.69845514563625,26.065990722052135,0.0,484.0,493.88669999999973,20.747902500000006,10.709620112134619,525.3442226121343,146.400000000001,47.0,718.7442226121353,1926.2345166005227,0.0,31.0,0.0,0.0,116.0,0.0,0.0,0.0,1097.5259999999994,30.54091388888891,48.79999999999987,15.666666666666677,0.0,64.46666666666654,47.0,366.0,71.0,110259.14075428054,61.69845514563625,26.065990722052135,0.0,460.0,493.88669999999973,20.747902500000006,10.709620112134619,525.3442226121343,146.400000000001,47.0,718.7442226121353,1926.2345166005227,0.0,31.0,0.0,0.0,105.0,8242.466269473754,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fixed,gradual_upward_trend,1,4.0,32.8127152777779,118.2426159521965,592.5419999999997,21.251100000000005,52.799999999999855,5.999999999999998,0.0,58.799999999999855,18.0,396.0,174.0,110775.95681389933,56.70058992766065,68.38022025549341,0.0,36.0,266.6438999999999,47.323845,15.894458116592606,329.8622031165925,158.40000000000117,18.0,506.2622031165937,1356.7827043524712,0.0,0.0,0.0,0.0,9.0,4.0,32.8127152777779,118.2426159521965,592.5419999999997,21.251100000000005,52.799999999999855,5.999999999999998,0.0,58.799999999999855,18.0,396.0,174.0,110775.95681389933,56.70058992766065,68.38022025549341,0.0,36.0,266.6438999999999,47.323845,15.894458116592606,329.8622031165925,158.40000000000117,18.0,506.2622031165937,1356.7827043524712,0.0,0.0,0.0,0.0,9.0,8627.645913820765,0,3,0.0,0.0,0.0,0.0,0.0,0.0,32.8127152777779,4.0,118.2426159521965,0.0,0.0,0.0
smart,gradual_upward_trend,1,2.0,10.58286250000007,54.198745150169955,1048.3319999999997,30.541527777777784,46.266666666666545,14.666666666666675,0.0,60.93333333333322,44.0,347.0,53.0,108493.46874997228,63.79844608758717,27.397340593427344,0.0,484.0,471.7493999999998,30.150405000000013,11.69639790059096,513.5962029005908,138.8000000000009,44.0,696.3962029005917,1866.3418237735857,0.0,29.0,0.0,0.0,117.0,2.0,10.58286250000007,54.198745150169955,1048.3319999999997,30.541527777777784,46.266666666666545,14.666666666666675,0.0,60.93333333333322,44.0,347.0,53.0,108493.46874997228,63.79844608758717,27.397340593427344,0.0,460.0,471.7493999999998,30.150405000000013,11.69639790059096,513.5962029005908,138.8000000000009,44.0,696.3962029005917,1866.3418237735857,0.0,29.0,0.0,0.0,106.0,10974.17784854986,0,3,0.0,0.0,0.0,0.0,0.0,0.0,10.398633333333358,1.0,53.053747538690345,0.18422916666671274,1.0,1.14499761147961
fixed,abrupt_behavior_change,1,50.0,584.0290375000019,2803.320447875532,611.2619999999997,21.745636111111125,52.799999999999855,7.666666666666663,0.8333333333333333,60.46666666666652,23.0,396.0,114.0,130146.2648646527,66.30466127349403,62.872591722054445,0.0,36.0,275.06789999999995,47.634975,17.143140600125022,339.846015600125,158.40000000000117,23.0,521.2460156001262,1396.9393218083383,0.0,0.0,0.0,0.0,9.0,50.0,584.0290375000019,2803.320447875532,611.2619999999997,21.745636111111125,52.799999999999855,7.666666666666663,0.8333333333333333,60.46666666666652,23.0,396.0,114.0,130146.2648646527,66.30466127349403,62.872591722054445,0.0,36.0,275.06789999999995,47.634975,17.143140600125022,339.846015600125,158.40000000000117,23.0,521.2460156001262,1396.9393218083383,0.0,0.0,0.0,0.0,9.0,11363.150937744378,0,3,0.0,0.0,0.0,0.0,0.0,0.0,394.32537916666786,33.0,2556.331861136038,189.70365833333395,17.0,246.98858673949366
smart,abrupt_behavior_change,1,8.0,19.120541666666757,55.81013491896313,1234.6779999999997,38.241381944444456,58.6666666666665,16.666666666666675,0.0,75.33333333333317,50.0,440.0,73.0,137451.47998805478,63.70686577087852,30.54477333067884,2.0,478.0,555.6050999999997,54.99618749999999,14.93153258297665,625.5328200829763,176.00000000000142,50.0,851.5328200829777,2282.1079578223803,0.0,32.0,1.0,0.0,116.0,8.0,19.120541666666757,55.81013491896313,1234.6779999999997,38.241381944444456,58.6666666666665,16.666666666666675,0.0,75.33333333333317,50.0,440.0,73.0,137451.47998805478,63.70686577087852,30.54477333067884,2.0,454.0,555.6050999999997,54.99618749999999,14.93153258297665,625.5328200829763,176.00000000000142,50.0,851.5328200829777,2282.1079578223803,0.0,32.0,1.0,0.0,105.0,6805.446127298798,0,3,0.0,0.0,0.0,0.0,0.0,0.0,4.0642222222222095,3.0,19.252195662046915,15.056319444444549,5.0,36.557939256916214
fixed,traffic_disruption,1,1.0,11.527586041666716,41.28918223851713,592.5419999999998,28.24329937500003,52.799999999999855,5.999999999999998,0.0,58.799999999999855,18.0,396.0,183.0,106163.2802931616,54.33453292595563,65.53288906985284,0.0,36.0,266.6438999999999,153.68738512500016,20.183226841273243,440.51451196627335,158.40000000000117,18.0,616.9145119662745,1653.3308920696159,0.0,0.0,0.0,0.0,9.0,1.0,11.527586041666716,41.28918223851713,592.5419999999998,28.24329937500003,52.799999999999855,5.999999999999998,0.0,58.799999999999855,18.0,396.0,183.0,106163.2802931616,54.33453292595563,65.53288906985284,0.0,36.0,266.6438999999999,153.68738512500016,20.183226841273243,440.51451196627335,158.40000000000117,18.0,616.9145119662745,1653.3308920696159,0.0,0.0,0.0,0.0,9.0,7879.281354287415,0,3,0.0,0.0,0.0,0.0,0.0,0.0,11.527586041666716,1.0,41.28918223851713,0.0,0.0,0.0
smart,traffic_disruption,1,0.0,0.0,0.0,1032.2279999999987,43.85629875000002,46.53333333333321,14.333333333333341,0.0,60.86666666666655,43.0,349.0,54.0,106575.82021192902,62.509059885905444,27.538971630989412,0.0,483.0,464.5025999999999,237.6746651250003,15.430152778119576,717.6074179031198,139.6000000000009,43.0,900.2074179031207,2412.5558799803634,0.0,29.0,0.0,0.0,116.0,0.0,0.0,0.0,1032.2279999999987,43.85629875000002,46.53333333333321,14.333333333333341,0.0,60.86666666666655,43.0,349.0,54.0,106575.82021192902,62.509059885905444,27.538971630989412,0.0,459.0,464.5025999999999,237.6746651250003,15.430152778119576,717.6074179031198,139.6000000000009,43.0,900.2074179031207,2412.5558799803634,0.0,29.0,0.0,0.0,105.0,7508.030617758521,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fixed,sensor_failure,1,1.0,11.30438472222225,41.28918223851713,592.5419999999997,21.251100000000005,52.799999999999855,5.999999999999998,0.0,58.799999999999855,18.0,396.0,183.0,106152.41781027058,54.32849177283383,65.52618383350035,0.0,187.0,266.6438999999999,47.323845,15.230736653216816,329.19848165321673,158.40000000000117,18.0,505.5984816532179,1355.003930830624,0.0,0.0,0.0,0.0,9.0,1.0,11.30438472222225,41.28918223851713,592.5419999999997,21.251100000000005,52.799999999999855,5.999999999999998,0.0,58.799999999999855,18.0,396.0,183.0,106152.41781027058,54.32849177283383,65.52618383350035,0.0,187.0,266.6438999999999,47.323845,15.230736653216816,329.19848165321673,158.40000000000117,18.0,505.5984816532179,1355.003930830624,0.0,0.0,0.0,0.0,9.0,7890.143837178451,0,3,0.0,0.0,0.0,0.0,0.0,0.0,11.30438472222225,1.0,41.28918223851713,0.0,0.0,0.0
smart,sensor_failure,1,0.0,0.0,0.0,921.731999999999,33.05726666666666,82.13333333333405,9.333333333333332,0.0,91.46666666666738,28.0,616.0,514.0,109027.93515385034,35.88909532416013,43.26505363248029,0.0,2464.0,414.7794000000001,73.61487,15.66862475393762,504.0628947539377,246.40000000000242,28.0,778.4628947539402,2086.28055794056,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,855.8939999999991,30.69603333333333,76.26666666666709,8.666666666666664,0.0,84.93333333333376,26.0,572.0,487.0,100492.72273260522,35.53514762499713,42.94560800538685,0.0,2229.0,385.1523000000001,68.35666499999998,14.46172846519615,467.9706934651962,228.80000000000217,26.0,722.7706934651983,1937.0254584867316,0.0,0.0,0.0,0.0,108.0,5055.915675837116,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fixed,reduced_truck_capacity,1,1.0,11.30438472222225,41.28918223851713,632.3899999999995,22.188050000000004,52.799999999999855,8.999999999999998,1.5,61.799999999999855,27.0,396.0,182.0,106203.5417332775,54.35104791616527,67.23870954940013,0.0,36.0,284.5754999999999,46.02334500000002,19.855339147322624,350.45418414732256,158.40000000000117,27.0,535.8541841473237,1436.0892135148276,0.0,0.0,0.0,0.0,9.0,1.0,11.30438472222225,41.28918223851713,632.3899999999995,22.188050000000004,52.799999999999855,8.999999999999998,1.5,61.799999999999855,27.0,396.0,182.0,106203.5417332775,54.35104791616527,67.23870954940013,0.0,36.0,284.5754999999999,46.02334500000002,19.855339147322624,350.45418414732256,158.40000000000117,27.0,535.8541841473237,1436.0892135148276,0.0,0.0,0.0,0.0,9.0,7839.019914171426,0,3,0.0,0.0,0.0,0.0,0.0,0.0,11.30438472222225,1.0,41.28918223851713,0.0,0.0,0.0
smart,reduced_truck_capacity,1,0.0,0.0,0.0,1046.265999999999,33.05573194444445,46.13333333333321,14.333333333333341,0.0,60.466666666666555,43.0,346.0,50.0,106984.7487896324,62.99162870834236,42.53021220021164,0.0,483.0,470.81969999999995,58.37015250000003,17.602963286749855,546.7928157867499,138.4000000000009,43.0,728.1928157867508,1951.5567463084922,0.0,30.0,0.0,0.0,116.0,0.0,0.0,0.0,1046.265999999999,33.05573194444445,46.13333333333321,14.333333333333341,0.0,60.466666666666555,43.0,346.0,50.0,106984.7487896324,62.99162870834236,42.53021220021164,0.0,459.0,470.81969999999995,58.37015250000003,17.602963286749855,546.7928157867499,138.4000000000009,43.0,728.1928157867508,1951.5567463084922,0.0,30.0,0.0,0.0,105.0,7099.102040055049,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fixed,combined_demand_operational_stress,1,154.0,3838.3442789583364,26650.784752589978,757.5359999999995,34.97385375000003,50.26666666666653,11.000000000000002,2.4999999999999996,61.26666666666653,33.0,374.0,39.0,147587.9295713012,79.68343440538058,76.45062396855799,22.0,186.0,340.89119999999986,190.3333477500001,33.164470593220884,564.3890183432209,150.80000000000106,33.0,748.189018343222,2005.146569159835,0.0,0.0,7.0,0.0,9.0,149.0,3811.3442789583364,26532.454314888295,757.5359999999995,34.97385375000003,50.26666666666653,11.000000000000002,2.4999999999999996,61.26666666666653,33.0,374.0,39.0,147587.9295713012,79.68343440538058,76.45062396855799,22.0,186.0,340.89119999999986,190.3333477500001,33.164470593220884,564.3890183432209,150.80000000000106,33.0,748.189018343222,2005.146569159835,0.0,0.0,7.0,0.0,9.0,14456.685251600116,0,3,793.5293512500003,8.0,9194.772344156227,432.7484968749999,3.0,1151.7502745381685,1407.2654739583375,79.0,13908.705290818949,1204.8009568750003,64.0,2395.556843076634
smart,combined_demand_operational_stress,1,46.0,511.08902125000265,3643.336016332599,996.8439999999993,46.58676187500004,82.13333333333405,14.000000000000007,2.333333333333333,96.13333333333406,42.0,614.0,271.0,175660.95523107197,57.96381603620946,71.49408027312657,2.0,2486.0,448.5797999999999,250.26444675000008,43.11256965370054,741.9568164037006,246.40000000000242,42.0,1030.356816403703,2761.3562679619245,0.0,0.0,0.0,0.0,120.0,46.0,511.08902125000265,3643.336016332599,927.2759999999994,43.32114750000004,76.26666666666709,13.000000000000005,2.1666666666666665,89.26666666666709,39.0,570.0,251.0,164040.0511096746,58.195599846326616,71.90008814800552,2.0,2251.0,417.2741999999999,232.99550100000008,40.28990148376233,690.5596024837623,228.80000000000217,39.0,958.3596024837645,2568.403734656489,0.0,0.0,0.0,0.0,108.0,9391.10832808668,0,3,0.0,0.0,0.0,0.0,0.0,0.0,264.5434212500008,26.0,3085.553392590552,246.54560000000203,20.0,557.7826237420472
