policy,scenario,replication,overflow_incidents,overflow_bin_hours,overflow_spilled_kg,distance_km,travel_time_hours,service_time_hours,depot_unloading_time_hours,turnaround_time_hours,idling_time_hours,collection_trips,collection_stops,wasted_pickups,collected_kg,mean_fill_at_collection_pct,truck_utilization_pct,unserved_required_bins,inspection_events,base_driving_fuel_l,traffic_fuel_penalty_l,payload_fuel_penalty_l,driving_fuel_l,collection_idle_fuel_l,depot_idle_fuel_l,fuel_l,co2_kg,routing_fallbacks,forecast_driven_dispatches,capacity_constrained_decisions,dispatch_limit_blocks,sensor_uncertainty_decisions,overflow_incidents_post_warmup,overflow_bin_hours_post_warmup,overflow_spilled_kg_post_warmup,distance_km_post_warmup,travel_time_hours_post_warmup,service_time_hours_post_warmup,depot_unloading_time_hours_post_warmup,turnaround_time_hours_post_warmup,idling_time_hours_post_warmup,collection_trips_post_warmup,collection_stops_post_warmup,wasted_pickups_post_warmup,collected_kg_post_warmup,mean_fill_at_collection_pct_post_warmup,truck_utilization_pct_post_warmup,unserved_required_bins_post_warmup,inspection_events_post_warmup,base_driving_fuel_l_post_warmup,traffic_fuel_penalty_l_post_warmup,payload_fuel_penalty_l_post_warmup,driving_fuel_l_post_warmup,collection_idle_fuel_l_post_warmup,depot_idle_fuel_l_post_warmup,fuel_l_post_warmup,co2_kg_post_warmup,routing_fallbacks_post_warmup,forecast_driven_dispatches_post_warmup,capacity_constrained_decisions_post_warmup,dispatch_limit_blocks_post_warmup,sensor_uncertainty_decisions_post_warmup,uncollected_kg_at_horizon,unfinished_trip_count,analysis_warmup_days
smart,normal_patterned,7,2.0,12.0,88.13126743319674,700.7950000000001,20.229715277777785,39.06666666666657,7.666666666666663,0.8333333333333333,46.733333333333235,23.0,293.0,28.0,104111.41617419533,65.80167878535916,50.295370132461514,0.0,138.0,315.3577499999997,23.29870500000002,13.095845832901276,351.752300832901,117.20000000000059,23.0,491.95230083290164,1318.4321662321765,0.0,18.0,0.0,9.0,82.0,2.0,12.0,88.13126743319674,644.716,18.547302777777784,35.33333333333325,7.33333333333333,0.6666666666666666,42.66666666666658,21.0,265.0,28.0,93510.94318662897,65.34657105983848,49.4766895167349,0.0,125.0,290.12219999999996,20.63418750000001,11.905933225913351,322.66232072591333,106.00000000000043,22.0,450.6623207259138,1207.775019545449,0.0,17.0,0.0,9.0,73.0,9506.483848725222,0,3
fixed,high_demand_seasonal,7,110.0,1249.0,7911.88489075795,516.0469999999998,16.629472222222237,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,144659.50898489897,90.80948461073383,89.29599320055493,2.0,10.0,232.22115,32.0364225,17.33418029434696,281.5917527943469,118.80000000000061,18.0,418.39175279434755,1121.2898974888515,0.0,0.0,0.0,0.0,5.0,100.0,1193.0,7445.4873296475,516.0469999999998,16.629472222222237,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,144659.50898489897,90.80948461073383,89.29599320055493,2.0,10.0,232.22115,32.0364225,17.33418029434696,281.5917527943469,118.80000000000061,18.0,418.39175279434755,1121.2898974888515,0.0,0.0,0.0,0.0,5.0,14057.657659494229,0,3
smart,high_demand_seasonal,7,9.0,44.0,356.33763895188304,1047.028999999999,28.485058333333363,58.399999999999835,11.66666666666667,1.1666666666666665,70.0666666666665,35.0,438.0,49.0,160449.1654354765,67.83746213236782,50.936242995389364,0.0,135.0,471.16304999999943,20.06048250000001,19.635326909660364,510.85885940965983,175.2000000000014,35.0,721.0588594096612,1932.4377432178921,0.0,28.0,0.0,11.0,81.0,8.0,39.0,320.5232183682534,990.0539999999992,27.005391666666696,54.133333333333184,11.000000000000002,0.9999999999999999,65.13333333333318,33.0,406.0,49.0,149150.55126921675,68.03072033808458,50.21904083138612,0.0,127.0,445.52429999999947,20.06048250000001,18.45193258254747,484.03671508254695,162.40000000000123,33.0,679.4367150825482,1820.8903964212293,0.0,27.0,0.0,8.0,74.0,5823.5484607226535,0,3
fixed,event_heavy,7,2.0,9.0,54.55892723751799,492.67400000000004,16.100841666666668,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,44.0,99695.14529276545,62.16183145826513,65.16022568154604,0.0,10.0,221.70329999999993,31.980600000000027,11.940088417450422,265.6239884174504,118.80000000000061,17.0,401.423988417451,1075.8162889587688,0.0,0.0,0.0,0.0,5.0,2.0,9.0,54.55892723751799,492.67400000000004,16.100841666666668,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,44.0,99695.14529276545,62.16183145826513,65.16022568154604,0.0,10.0,221.70329999999993,31.980600000000027,11.940088417450422,265.6239884174504,118.80000000000061,17.0,401.423988417451,1075.8162889587688,0.0,0.0,0.0,0.0,5.0,8748.303588447961,0,3
smart,event_heavy,7,0.0,0.0,0.0,722.0409999999999,20.41060694444443,39.86666666666657,7.666666666666663,0.6666666666666666,47.53333333333323,23.0,299.0,18.0,103561.23728108029,64.140491317404,50.029583227575024,0.0,139.0,324.9184499999999,18.3508425,13.549239502586065,356.818532002586,119.60000000000062,23.0,499.41853200258663,1338.4416657669321,0.0,19.0,0.0,11.0,82.0,0.0,0.0,0.0,722.0409999999999,20.41060694444443,39.86666666666657,7.666666666666663,0.6666666666666666,47.53333333333323,23.0,299.0,18.0,103561.23728108029,64.140491317404,50.029583227575024,0.0,126.0,324.9184499999999,18.3508425,13.549239502586065,356.818532002586,119.60000000000062,23.0,499.41853200258663,1338.4416657669321,0.0,19.0,0.0,11.0,73.0,4936.770527370674,0,3
fixed,persistent_multi_day_surge,7,70.0,873.0,5973.679225623658,543.0019999999998,17.652147222222226,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,294.0,12.0,118601.59446678744,74.70495998159956,73.21086078196755,3.0,10.0,244.3508999999999,34.97640750000003,15.620474018045034,294.947781518045,118.80000000000061,18.0,431.7477815180456,1157.0840544683622,1.0,0.0,0.0,0.0,5.0,70.0,873.0,5973.679225623658,543.0019999999998,17.652147222222226,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,294.0,12.0,118601.59446678744,74.70495998159956,73.21086078196755,3.0,10.0,244.3508999999999,34.97640750000003,15.620474018045034,294.947781518045,118.80000000000061,18.0,431.7477815180456,1157.0840544683622,1.0,0.0,0.0,0.0,5.0,9270.106399636918,0,3
smart,persistent_multi_day_surge,7,9.0,67.0,634.5124399624895,873.8759999999995,24.626906944444436,47.99999999999987,9.333333333333332,0.8333333333333333,57.3333333333332,28.0,360.0,45.0,128998.29682648154,66.35714857329299,51.18980032796887,0.0,132.0,393.24419999999964,25.785225,16.494365364258577,435.5237903642582,144.00000000000097,28.0,607.5237903642592,1628.1637581762147,0.0,23.0,0.0,12.0,79.0,9.0,67.0,634.5124399624895,817.7969999999997,22.944494444444437,44.26666666666655,8.999999999999998,0.6666666666666666,53.26666666666655,26.0,332.0,45.0,118397.8238389152,66.04073172630252,50.59736061492102,0.0,119.0,368.00864999999976,23.1207075,15.304452757270656,406.4338102572704,132.8000000000008,27.0,566.2338102572712,1517.5066114894869,0.0,22.0,0.0,12.0,70.0,4212.570825604022,0,3
fixed,localized_surge,7,13.0,149.0,958.5221855384747,512.1469999999999,16.628893055555558,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,21.0,109128.32233802184,68.04359791621265,67.36316193705052,0.0,10.0,230.46614999999989,32.65393500000002,13.058066969835451,276.17815196983537,118.80000000000061,18.0,412.97815196983595,1106.7814472791604,0.0,0.0,0.0,0.0,5.0,13.0,149.0,958.5221855384747,512.1469999999999,16.628893055555558,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,21.0,109128.32233802184,68.04359791621265,67.36316193705052,0.0,10.0,230.46614999999989,32.65393500000002,13.058066969835451,276.17815196983537,118.80000000000061,18.0,412.97815196983595,1106.7814472791604,0.0,0.0,0.0,0.0,5.0,9270.106399636918,0,3
smart,localized_surge,7,3.0,13.0,89.36955737324922,769.1079999999996,20.904401388888903,41.46666666666656,8.666666666666664,0.9999999999999999,50.133333333333226,26.0,311.0,34.0,110840.34716740664,65.99996854079227,47.36766972966096,0.0,136.0,346.0986,13.438102500000003,12.867678939851741,372.4043814398517,124.40000000000069,26.0,522.8043814398524,1401.1157422588044,0.0,20.0,0.0,9.0,81.0,3.0,13.0,89.36955737324922,713.0289999999997,19.221988888888898,37.73333333333324,8.33333333333333,0.8333333333333333,46.06666666666657,24.0,283.0,34.0,100239.87417984032,65.5934263707893,46.40734915733348,0.0,123.0,320.86305,10.773585000000004,11.677766332863817,343.31440133286384,113.20000000000053,25.0,481.5144013328644,1290.4585955720765,0.0,19.0,0.0,9.0,72.0,8427.234198417358,0,3
fixed,gradual_upward_trend,7,4.0,117.0,621.2223051239023,510.087,16.697373611111114,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,15.0,108273.06891692676,67.96802819643862,66.835227726498,2.0,10.0,229.5391499999999,33.549637500000024,12.650714417381257,275.7395019173812,118.80000000000061,18.0,412.5395019173818,1105.6058651385833,0.0,0.0,0.0,0.0,5.0,4.0,117.0,621.2223051239023,510.087,16.697373611111114,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,15.0,108273.06891692676,67.96802819643862,66.835227726498,2.0,10.0,229.5391499999999,33.549637500000024,12.650714417381257,275.7395019173812,118.80000000000061,18.0,412.5395019173818,1105.6058651385833,0.0,0.0,0.0,0.0,5.0,10136.108586412625,0,3
smart,gradual_upward_trend,7,3.0,14.0,136.5532943438319,782.3579999999993,21.421366666666685,42.39999999999989,8.666666666666664,0.9999999999999999,51.066666666666556,26.0,317.0,25.0,113253.94494920212,66.16073428508119,48.3991217731633,1.0,135.0,352.0610999999998,13.763925000000004,13.89248761164171,379.7175126116415,127.20000000000073,26.0,532.9175126116422,1428.2189337992013,0.0,20.0,0.0,9.0,80.0,3.0,14.0,136.5532943438319,726.2789999999994,19.738954166666677,38.66666666666657,8.33333333333333,0.8333333333333333,46.9999999999999,24.0,289.0,25.0,102599.45113174489,65.74359293332363,47.49974589432634,1.0,122.0,326.8255499999999,11.099407500000002,12.696531304436045,350.62148880443596,116.00000000000057,25.0,491.6214888044365,1317.54558999589,0.0,19.0,0.0,9.0,71.0,5639.901564917406,0,3
fixed,abrupt_behavior_change,7,19.0,217.0,1304.1237933617638,508.20699999999994,16.29284583333335,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,127113.39837374401,79.52539938297289,78.46506072453334,1.0,10.0,228.69314999999997,31.7598075,15.1443852625554,275.59734276255534,118.80000000000061,18.0,412.3973427625559,1105.22487860365,0.0,0.0,0.0,0.0,5.0,19.0,217.0,1304.1237933617638,508.20699999999994,16.29284583333335,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,127113.39837374401,79.52539938297289,78.46506072453334,1.0,10.0,228.69314999999997,31.7598075,15.1443852625554,275.59734276255534,118.80000000000061,18.0,412.3973427625559,1105.22487860365,0.0,0.0,0.0,0.0,5.0,13557.20353676369,0,3
smart,abrupt_behavior_change,7,2.0,12.0,88.13126743319674,923.6389999999992,27.21506666666666,50.26666666666653,9.666666666666666,0.6666666666666666,59.933333333333195,29.0,377.0,44.0,133273.8252529692,65.46508755917523,51.062768296156776,0.0,142.0,415.63754999999964,32.67267750000002,17.466517079472847,465.7767445794725,150.80000000000106,29.0,645.5767445794736,1730.1456754729893,0.0,25.0,0.0,3.0,85.0,2.0,12.0,88.13126743319674,867.5599999999994,25.53265416666667,46.53333333333321,9.333333333333332,0.5,55.866666666666546,27.0,349.0,44.0,122673.35226540282,65.09251420216629,50.48286101456906,0.0,129.0,390.4019999999999,30.00816000000001,16.276604472484927,436.6867644724848,139.6000000000009,28.0,604.2867644724857,1619.488528786262,0.0,24.0,0.0,3.0,76.0,8612.769183467146,0,3
fixed,traffic_disruption,7,0.0,0.0,0.0,511.801,22.12432500000001,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,22.0,104475.4819949816,65.14246289748198,64.49103826850715,0.0,10.0,230.3104499999999,121.99653900000003,16.856293043831464,369.1632820438314,118.80000000000061,18.0,505.963282043832,1355.9815958774698,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,511.801,22.12432500000001,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,22.0,104475.4819949816,65.14246289748198,64.49103826850715,0.0,10.0,230.3104499999999,121.99653900000003,16.856293043831464,369.1632820438314,118.80000000000061,18.0,505.963282043832,1355.9815958774698,0.0,0.0,0.0,0.0,5.0,9230.549295372044,0,3
smart,traffic_disruption,7,2.0,12.0,88.13126743319674,739.8810000000001,27.81681375000002,40.266666666666566,8.33333333333333,0.9999999999999999,48.599999999999895,25.0,302.0,19.0,109845.47063283413,67.35680073144104,48.8202091701485,0.0,137.0,332.9464499999999,140.70881587500003,17.73908377337979,491.3943496483797,120.80000000000064,25.0,637.1943496483804,1707.6808570576595,0.0,19.0,0.0,8.0,81.0,2.0,12.0,88.13126743319674,693.535,25.843738125000012,36.79999999999991,7.9999999999999964,0.8333333333333333,44.79999999999991,23.0,276.0,19.0,99967.42358228739,67.07422408902802,48.29344134410019,0.0,124.0,312.09074999999996,130.02782399999995,16.714652362479427,458.8332263624793,110.40000000000049,24.0,593.2332263624799,1589.8650466514462,0.0,18.0,0.0,8.0,72.0,3772.4293900863336,0,3
fixed,sensor_failure,7,0.0,0.0,0.0,512.5989999999998,16.544368055555562,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,25.0,104435.92489071675,65.11779828576928,64.46662030291156,0.0,130.0,230.6695499999999,33.387930000000026,12.670019660179838,276.7274996601798,118.80000000000061,18.0,413.5274996601804,1108.2536990892836,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,512.5989999999998,16.544368055555562,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,25.0,104435.92489071675,65.11779828576928,64.46662030291156,0.0,130.0,230.6695499999999,33.387930000000026,12.670019660179838,276.7274996601798,118.80000000000061,18.0,413.5274996601804,1108.2536990892836,0.0,0.0,0.0,0.0,9.0,9270.106399636918,0,3
smart,sensor_failure,7,7.0,72.0,452.00366057445956,1148.6139999999994,32.36517638888891,39.86666666666657,13.000000000000005,0.16666666666666666,52.866666666666575,39.0,299.0,34.0,108040.96727643431,66.91500512599669,30.780902357958496,0.0,1487.0,516.8762999999998,37.091767499999996,13.588555523029669,567.5566230230294,119.60000000000062,39.0,726.15662302303,1946.0997497017204,0.0,38.0,0.0,18.0,102.0,7.0,72.0,452.00366057445956,1110.2969999999998,31.09306111111113,37.466666666666576,12.666666666666671,0.16666666666666666,50.13333333333325,38.0,281.0,34.0,101224.21600359005,66.70898642651244,29.597723977657907,0.0,1323.0,499.63364999999965,34.37712000000001,12.631382230887283,546.642152230887,112.40000000000052,38.0,697.0421522308875,1868.0729679787787,0.0,37.0,0.0,18.0,90.0,5213.060353344891,0,3
fixed,reduced_truck_capacity,7,12.0,1397.0,6465.502829995235,518.48,16.99959166666668,36.79999999999991,5.999999999999998,1.5,42.79999999999991,18.0,273.0,24.0,97890.73291776283,66.40261356516264,92.96365899122776,24.0,10.0,233.316,33.330847500000004,18.56286175728327,285.2097092572833,110.40000000000049,18.0,413.6097092572838,1108.4740208095207,1.0,0.0,5.0,0.0,5.0,12.0,1397.0,6465.502829995235,518.48,16.99959166666668,36.79999999999991,5.999999999999998,1.5,42.79999999999991,18.0,273.0,24.0,97890.73291776283,66.40261356516264,92.96365899122776,24.0,10.0,233.316,33.330847500000004,18.56286175728327,285.2097092572833,110.40000000000049,18.0,413.6097092572838,1108.4740208095207,1.0,0.0,5.0,0.0,5.0,9349.79554259565,0,3
smart,reduced_truck_capacity,7,1.0,8.0,76.55766475755729,810.582,22.12930833333333,40.3999999999999,9.333333333333332,1.5,49.733333333333235,28.0,302.0,21.0,108900.55599971698,66.77738287939479,66.48385592168313,1.0,129.0,364.76189999999974,16.038742500000005,19.50057385560232,400.3012163556021,121.20000000000064,28.0,549.5012163556028,1472.6632598330154,0.0,19.0,0.0,16.0,76.0,1.0,8.0,76.55766475755729,759.478,20.539712499999997,36.66666666666658,8.999999999999998,1.3333333333333333,45.66666666666658,26.0,274.0,21.0,98346.37636043872,66.46821868102111,64.65902456307609,1.0,116.0,341.76509999999985,13.820535000000001,18.139668008427847,373.7253030084277,110.00000000000048,27.0,510.7253030084282,1368.7438120625877,0.0,18.0,0.0,16.0,67.0,4728.917625879018,0,3
fixed,combined_demand_operational_stress,7,130.0,8966.0,72012.54463464842,477.48699999999974,20.706697500000004,26.66666666666661,5.999999999999998,1.5,32.66666666666661,18.0,198.0,0.0,100259.16195694545,93.77025996721423,95.21287935132521,99.0,130.0,214.86914999999996,118.051299,24.957184392218196,357.8776333922182,80.00000000000006,18.0,455.87763339221823,1221.752057491145,1.0,0.0,9.0,0.0,9.0,123.0,8927.0,71760.40349014846,477.48699999999974,20.706697500000004,26.66666666666661,5.999999999999998,1.5,32.66666666666661,18.0,198.0,0.0,100259.16195694545,93.77025996721423,95.21287935132521,99.0,130.0,214.86914999999996,118.051299,24.957184392218196,357.8776333922182,80.00000000000006,18.0,455.87763339221823,1221.752057491145,1.0,0.0,9.0,0.0,9.0,16864.52592097944,0,3
smart,combined_demand_operational_stress,7,54.0,636.0,5700.662959382315,1601.0819999999987,60.72531374999995,60.666666666666494,17.000000000000007,0.6666666666666666,77.6666666666665,51.0,455.0,53.0,175268.0240736946,71.33415713215076,58.74577646177128,0.0,1109.0,720.4868999999994,312.57520312500037,46.17198558849092,1079.2340887134908,182.0000000000015,51.0,1312.2340887134924,3516.78735775216,0.0,47.0,0.0,44.0,76.0,51.0,624.0,5625.554557906035,1530.1959999999988,57.880747499999956,57.59999999999984,16.333333333333343,0.6666666666666666,73.93333333333318,49.0,432.0,52.0,167019.77552032057,71.5962686558301,58.26609995476036,0.0,973.0,688.5881999999993,297.7451853750004,43.855001528308854,1030.1883869033086,172.80000000000138,49.0,1251.98838690331,3355.328876900871,0.0,45.0,0.0,42.0,66.0,8167.545479496548,0,3
fixed,normal_patterned,8,1.0,48.0,197.66207724638718,511.0139999999999,16.797087500000004,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,15.0,107096.176495948,67.00211242238993,66.1087509234247,1.0,11.0,229.95629999999989,33.87444750000003,12.515061222788106,276.34580872278804,118.80000000000061,18.0,413.1458087227886,1107.2307673770736,0.0,0.0,0.0,0.0,8.0,1.0,48.0,197.66207724638718,511.0139999999999,16.797087500000004,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,15.0,107096.176495948,67.00211242238993,66.1087509234247,1.0,11.0,229.95629999999989,33.87444750000003,12.515061222788106,276.34580872278804,118.80000000000061,18.0,413.1458087227886,1107.2307673770736,0.0,0.0,0.0,0.0,8.0,9294.118919232846,0,3
smart,normal_patterned,8,0.0,0.0,0.0,723.4569999999997,20.522948611111115,41.86666666666656,8.33333333333333,1.1666666666666665,50.19999999999989,25.0,314.0,44.0,111124.81549791864,65.53716412946366,49.38880688796384,0.0,119.0,325.55565,20.5386075,13.47565987065757,359.5699173706576,125.6000000000007,25.0,510.1699173706583,1367.2553785533644,0.0,18.0,0.0,16.0,71.0,0.0,0.0,0.0,723.4569999999997,20.522948611111115,41.86666666666656,8.33333333333333,1.1666666666666665,50.19999999999989,25.0,314.0,44.0,111124.81549791864,65.53716412946366,49.38880688796384,0.0,107.0,325.55565,20.5386075,13.47565987065757,359.5699173706576,125.6000000000007,25.0,510.1699173706583,1367.2553785533644,0.0,18.0,0.0,16.0,64.0,5463.141994508675,0,3
fixed,high_demand_seasonal,8,122.0,1434.0,8861.591812611588,524.9669999999999,16.80894583333334,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,294.0,0.0,147552.36526401332,92.94051729907622,91.08170695309464,3.0,11.0,236.23515000000003,32.274405000000016,18.13446881812009,286.6440238181201,118.80000000000061,18.0,423.44402381812074,1134.8299838325636,0.0,0.0,0.0,0.0,8.0,114.0,1406.0,8588.545691209763,524.9669999999999,16.80894583333334,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,294.0,0.0,147552.36526401332,92.94051729907622,91.08170695309464,3.0,11.0,236.23515000000003,32.274405000000016,18.13446881812009,286.6440238181201,118.80000000000061,18.0,423.44402381812074,1134.8299838325636,0.0,0.0,0.0,0.0,8.0,14046.773208396213,0,3
smart,high_demand_seasonal,8,2.0,5.0,52.45443697276153,1054.547999999999,30.410619444444453,60.666666666666494,11.000000000000002,1.1666666666666665,71.6666666666665,33.0,454.0,69.0,164270.96222877697,67.00561357023042,55.3100882925175,1.0,124.0,474.54659999999956,33.958305,21.87997881794167,530.3848838179413,182.0000000000015,33.0,745.3848838179428,1997.6314886320868,0.0,26.0,0.0,9.0,75.0,2.0,5.0,52.45443697276153,996.5889999999996,28.71321527777778,56.26666666666651,10.333333333333334,0.9999999999999999,66.59999999999984,31.0,422.0,69.0,150638.3398859133,66.10423902313205,53.9922365182485,0.0,114.0,448.4650499999997,32.06963249999999,20.026798994094207,500.56148149409387,168.80000000000132,31.0,700.3614814940952,1876.9687704041753,0.0,25.0,0.0,8.0,69.0,6137.313619271473,0,3
fixed,event_heavy,8,0.0,0.0,0.0,509.1909999999999,16.602329166666674,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,17.0,102567.28186436457,63.952663589203524,63.313136953311464,0.0,11.0,229.13594999999992,33.105285000000016,11.972565808749803,274.21380080874974,118.80000000000061,18.0,411.0138008087504,1101.516986167451,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,509.1909999999999,16.602329166666674,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,17.0,102567.28186436457,63.952663589203524,63.313136953311464,0.0,11.0,229.13594999999992,33.105285000000016,11.972565808749803,274.21380080874974,118.80000000000061,18.0,411.0138008087504,1101.516986167451,0.0,0.0,0.0,0.0,8.0,8733.650984479345,0,3
smart,event_heavy,8,0.0,0.0,0.0,817.8459999999999,23.745886111111123,40.93333333333323,9.333333333333332,0.9999999999999999,50.266666666666566,28.0,307.0,32.0,106412.53557005318,64.18900685851922,42.22719665478301,0.0,122.0,368.0306999999996,24.34572000000001,12.626509814963583,405.00292981496324,122.80000000000067,28.0,555.8029298149639,1489.5518519041034,0.0,22.0,0.0,15.0,72.0,0.0,0.0,0.0,817.8459999999999,23.745886111111123,40.93333333333323,9.333333333333332,0.9999999999999999,50.266666666666566,28.0,307.0,32.0,106412.53557005318,64.18900685851922,42.22719665478301,0.0,110.0,368.0306999999996,24.34572000000001,12.626509814963583,405.00292981496324,122.80000000000067,28.0,555.8029298149639,1489.5518519041034,0.0,22.0,0.0,15.0,65.0,4888.397278790784,0,3
fixed,persistent_multi_day_surge,8,38.0,502.0,3205.7331292237177,514.1310000000001,16.455961111111115,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,3.0,123415.65527785265,77.2119965452031,76.18250325793375,1.0,11.0,231.35894999999994,32.388142500000015,15.047955027094298,278.79504752709425,118.80000000000061,18.0,415.59504752709483,1113.7947273726143,0.0,0.0,0.0,0.0,8.0,38.0,502.0,3205.7331292237177,514.1310000000001,16.455961111111115,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,3.0,123415.65527785265,77.2119965452031,76.18250325793375,1.0,11.0,231.35894999999994,32.388142500000015,15.047955027094298,278.79504752709425,118.80000000000061,18.0,415.59504752709483,1113.7947273726143,0.0,0.0,0.0,0.0,8.0,9294.118919232846,0,3
smart,persistent_multi_day_surge,8,1.0,4.0,17.54776157491051,791.1370000000002,21.72849166666667,46.39999999999988,8.33333333333333,0.8333333333333333,54.733333333333206,25.0,348.0,38.0,127120.90066974383,67.64628600986791,56.4981780754417,0.0,127.0,356.01164999999986,14.775322500000005,16.426583574121768,387.21355607412164,139.2000000000009,25.0,551.4135560741225,1477.7883302786486,0.0,20.0,0.0,12.0,75.0,1.0,4.0,17.54776157491051,791.1370000000002,21.72849166666667,46.39999999999988,8.33333333333333,0.8333333333333333,54.733333333333206,25.0,348.0,38.0,127120.90066974383,67.64628600986791,56.4981780754417,0.0,115.0,356.01164999999986,14.775322500000005,16.426583574121768,387.21355607412164,139.2000000000009,25.0,551.4135560741225,1477.7883302786486,0.0,20.0,0.0,12.0,68.0,8777.058894990487,0,3
fixed,localized_surge,8,16.0,280.0,1907.2472573328905,513.4069999999999,16.42497361111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,10.0,111602.14456661059,69.58607342973599,68.89021269543863,0.0,11.0,231.03314999999995,32.931157500000005,13.82197248018378,277.78627998018374,118.80000000000061,18.0,414.5862799801844,1111.0912303468942,0.0,0.0,0.0,0.0,8.0,16.0,280.0,1907.2472573328905,513.4069999999999,16.42497361111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,10.0,111602.14456661059,69.58607342973599,68.89021269543863,0.0,11.0,231.03314999999995,32.931157500000005,13.82197248018378,277.78627998018374,118.80000000000061,18.0,414.5862799801844,1111.0912303468942,0.0,0.0,0.0,0.0,8.0,9294.118919232846,0,3
smart,localized_surge,8,1.0,5.0,33.354038982316524,692.2679999999998,19.000037500000005,43.466666666666555,7.33333333333333,0.8333333333333333,50.79999999999988,22.0,326.0,37.0,117045.12134771893,66.48779899325093,59.11369765036309,0.0,127.0,311.52059999999983,11.509537500000002,14.593869402114924,337.6240069021148,130.40000000000077,22.0,490.02400690211556,1313.2643384976698,0.0,17.0,0.0,13.0,74.0,1.0,5.0,33.354038982316524,692.2679999999998,19.000037500000005,43.466666666666555,7.33333333333333,0.8333333333333333,50.79999999999988,22.0,326.0,37.0,117045.12134771893,66.48779899325093,59.11369765036309,0.0,115.0,311.52059999999983,11.509537500000002,14.593869402114924,337.6240069021148,130.40000000000077,22.0,490.02400690211556,1313.2643384976698,0.0,17.0,0.0,13.0,67.0,5725.035356474993,0,3
fixed,gradual_upward_trend,8,1.0,42.0,264.77549726975076,510.8949999999999,16.57797916666668,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,8.0,111783.54708794634,69.93465158154791,69.0021895604607,1.0,11.0,229.9027499999999,33.09286500000001,13.367254341674023,276.36286934167396,118.80000000000061,18.0,413.16286934167454,1107.276489835688,0.0,0.0,0.0,0.0,8.0,1.0,42.0,264.77549726975076,510.8949999999999,16.57797916666668,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,8.0,111783.54708794634,69.93465158154791,69.0021895604607,1.0,11.0,229.9027499999999,33.09286500000001,13.367254341674023,276.36286934167396,118.80000000000061,18.0,413.16286934167454,1107.276489835688,0.0,0.0,0.0,0.0,8.0,10164.37474140751,0,3
smart,gradual_upward_trend,8,0.0,0.0,0.0,755.8489999999999,21.553351388888874,41.33333333333323,7.9999999999999964,0.8333333333333333,49.33333333333323,24.0,310.0,26.0,111048.08121846426,66.33696608032507,51.41114871225197,0.0,125.0,340.1320499999999,24.15449250000001,13.843136634658382,378.12967913465826,124.00000000000068,24.0,526.129679134659,1410.0275400808862,0.0,19.0,0.0,12.0,74.0,0.0,0.0,0.0,755.8489999999999,21.553351388888874,41.33333333333323,7.9999999999999964,0.8333333333333333,49.33333333333323,24.0,310.0,26.0,111048.08121846426,66.33696608032507,51.41114871225197,0.0,113.0,340.1320499999999,24.15449250000001,13.843136634658382,378.12967913465826,124.00000000000068,24.0,526.129679134659,1410.0275400808862,0.0,19.0,0.0,12.0,67.0,11164.616108159296,0,3
