policy,scenario,replication,overflow_incidents,overflow_bin_hours,overflow_spilled_kg,distance_km,travel_time_hours,service_time_hours,depot_unloading_time_hours,turnaround_time_hours,idling_time_hours,collection_trips,collection_stops,wasted_pickups,collected_kg,mean_fill_at_collection_pct,truck_utilization_pct,unserved_required_bins,inspection_events,base_driving_fuel_l,traffic_fuel_penalty_l,payload_fuel_penalty_l,driving_fuel_l,collection_idle_fuel_l,depot_idle_fuel_l,fuel_l,co2_kg,routing_fallbacks,overflow_incidents_post_warmup,overflow_bin_hours_post_warmup,overflow_spilled_kg_post_warmup,distance_km_post_warmup,travel_time_hours_post_warmup,service_time_hours_post_warmup,depot_unloading_time_hours_post_warmup,turnaround_time_hours_post_warmup,idling_time_hours_post_warmup,collection_trips_post_warmup,collection_stops_post_warmup,wasted_pickups_post_warmup,collected_kg_post_warmup,mean_fill_at_collection_pct_post_warmup,truck_utilization_pct_post_warmup,unserved_required_bins_post_warmup,inspection_events_post_warmup,base_driving_fuel_l_post_warmup,traffic_fuel_penalty_l_post_warmup,payload_fuel_penalty_l_post_warmup,driving_fuel_l_post_warmup,collection_idle_fuel_l_post_warmup,depot_idle_fuel_l_post_warmup,fuel_l_post_warmup,co2_kg_post_warmup,routing_fallbacks_post_warmup,uncollected_kg_at_horizon,unfinished_trip_count,analysis_warmup_days
smart,base,7,0.0,0.0,0.0,657.1719999999998,21.882016666666665,41.99999999999989,7.33333333333333,0.5,49.33333333333322,22.0,315.0,65.0,103904.67937364256,61.08446759179457,52.47711079476897,0.0,80.0,295.7273999999999,51.428609999999985,14.12489643604641,361.2809064360463,126.00000000000071,22.0,509.28090643604696,1364.872829248606,0.0,0.0,0.0,0.0,610.0359999999997,20.284327777777776,38.13333333333324,6.999999999999997,0.3333333333333333,45.13333333333324,20.0,286.0,63.0,94825.73899847415,61.399727401239446,52.68096611026341,0.0,75.0,274.51619999999997,48.410954999999994,13.535958247123116,336.4631132471231,114.40000000000055,21.0,471.86311324712364,1264.5931435022915,0.0,9130.585671129416,0,3
fixed,high_demand,7,67.0,571.0,3354.0538460597245,511.6249999999997,16.532970833333344,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,145802.1518018557,91.52677451466151,90.00132827275044,2.0,8.0,230.23124999999993,31.74795000000002,17.479451953336675,279.4586519533366,118.80000000000061,18.0,416.2586519533372,1115.5731872349438,0.0,66.0,570.0,3350.387490617559,511.6249999999997,16.532970833333344,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,145802.1518018557,91.52677451466151,90.00132827275044,2.0,8.0,230.23124999999993,31.74795000000002,17.479451953336675,279.4586519533366,118.80000000000061,18.0,416.2586519533372,1115.5731872349438,0.0,14744.928667003802,0,3
smart,high_demand,7,0.0,0.0,0.0,982.2379999999993,32.549386111111104,66.66666666666661,10.666666666666668,0.8333333333333333,77.33333333333329,32.0,499.0,121.0,160139.39381803502,59.42974609145508,55.60395618681771,1.0,77.0,442.00709999999947,74.33531999999998,21.43476142867002,537.7771814286696,200.00000000000176,32.0,769.7771814286714,2063.0028462288396,0.0,0.0,0.0,0.0,915.8189999999995,30.194854166666662,61.46666666666649,10.0,0.8333333333333333,71.4666666666665,30.0,461.0,111.0,149224.1580005528,59.943825018298675,55.26820666687141,0.0,72.0,412.1185499999997,68.84608499999999,19.90404732661816,500.8686823266179,184.40000000000154,30.0,715.2686823266195,1916.9200686353402,0.0,3761.7404968844126,0,3
fixed,traffic,7,0.0,0.0,0.0,512.7749999999999,22.516008750000008,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102982.36993002161,64.21147894377211,63.56936415433433,0.0,8.0,230.7487499999999,123.63409687500001,16.110260974233277,370.4931078492332,118.80000000000061,18.0,507.2931078492338,1359.5455290359466,0.0,0.0,0.0,0.0,512.7749999999999,22.516008750000008,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102982.36993002161,64.21147894377211,63.56936415433433,0.0,8.0,230.7487499999999,123.63409687500001,16.110260974233277,370.4931078492332,118.80000000000061,18.0,507.2931078492338,1359.5455290359466,0.0,10052.895114750292,0,3
smart,traffic,7,0.0,0.0,0.0,684.5379999999999,30.254801250000014,43.73333333333322,7.9999999999999964,0.8333333333333333,51.73333333333322,24.0,328.0,66.0,109305.01874265108,61.71240895587793,50.604175343819946,0.0,80.0,308.0420999999997,171.39313350000003,18.26781558256993,497.7030490825697,131.20000000000078,24.0,652.9030490825705,1749.780171541289,0.0,0.0,0.0,0.0,640.193,28.210533750000014,40.3999999999999,7.666666666666663,0.6666666666666666,48.06666666666656,22.0,303.0,65.0,101511.6161623245,62.0410806517079,51.268493011275,0.0,75.0,288.08684999999986,160.33496175000005,17.643942232361724,466.0657539823616,121.20000000000064,23.0,610.2657539823623,1635.512220672731,0.0,3730.2463021209824,0,3
fixed,sensor_failure,7,0.0,0.0,0.0,511.87899999999985,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102917.51597132646,64.17104125908875,63.529330846497814,0.0,127.0,230.3455499999999,34.28460000000002,12.069639093955338,276.69978909395525,118.80000000000061,18.0,413.4997890939559,1108.1794347718019,0.0,0.0,0.0,0.0,511.87899999999985,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102917.51597132646,64.17104125908875,63.529330846497814,0.0,127.0,230.3455499999999,34.28460000000002,12.069639093955338,276.69978909395525,118.80000000000061,18.0,413.4997890939559,1108.1794347718019,0.0,10117.749073445428,0,3
smart,sensor_failure,7,0.0,0.0,0.0,1200.0559999999991,40.72339861111111,48.39999999999987,13.33333333333334,0.0,61.733333333333206,40.0,363.0,129.0,107821.48372145534,55.00534829173315,29.950412144848706,0.0,838.0,540.0251999999997,105.60309749999992,15.057893799030877,660.6861912990305,145.20000000000098,40.0,845.8861912990315,2266.9749926814043,0.0,0.0,0.0,0.0,1161.7179999999987,39.449618055555554,45.73333333333321,13.000000000000005,0.0,58.73333333333322,39.0,343.0,127.0,101735.39701296948,54.92678815083114,28.9844435934386,0.0,754.0,522.7730999999997,102.96096749999994,14.202020059375576,639.9360875593752,137.20000000000087,39.0,816.136087559376,2187.244714659128,0.0,5213.781323316617,0,3
fixed,truck_capacity,7,9.0,542.0,2455.143776148528,588.3819999999994,19.162033333333337,38.66666666666657,5.999999999999998,1.5,44.66666666666657,18.0,285.0,2.0,100135.2335658808,65.06512902266456,95.0951885715867,12.0,8.0,264.77189999999985,37.13093999999998,22.0288456034794,323.93168560347925,116.00000000000057,18.0,457.9316856034798,1227.256917417326,2.0,9.0,542.0,2455.143776148528,588.3819999999994,19.162033333333337,38.66666666666657,5.999999999999998,1.5,44.66666666666657,18.0,285.0,2.0,100135.2335658808,65.06512902266456,95.0951885715867,12.0,8.0,264.77189999999985,37.13093999999998,22.0288456034794,323.93168560347925,116.00000000000057,18.0,457.9316856034798,1227.256917417326,2.0,10444.887702742597,0,3
smart,truck_capacity,7,0.0,0.0,0.0,740.3779999999998,23.579402777777766,42.79999999999989,9.333333333333332,1.5,52.133333333333226,28.0,320.0,74.0,106697.60012178685,61.74629636677472,65.13895001330089,1.0,75.0,333.1700999999997,49.40595000000001,18.826529064412718,401.40257906441246,128.40000000000074,28.0,557.8025790644132,1494.9109118926274,0.0,0.0,0.0,0.0,694.1379999999998,22.15140138888888,38.799999999999905,8.999999999999998,1.3333333333333333,47.799999999999905,26.0,290.0,73.0,97322.03253651554,62.14689178576976,63.98555722321863,1.0,70.0,312.3620999999998,47.669782500000004,17.7544130179463,377.78629551794614,116.40000000000057,27.0,521.1862955179467,1396.7792719880974,0.0,6337.664922985133,0,3
fixed,base,8,0.0,0.0,0.0,512.7749999999999,16.987137500000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102771.55398983785,64.08003116962072,63.43923085792459,0.0,10.0,230.7487499999999,34.72895250000003,12.048662785922534,277.52636528592245,118.80000000000061,18.0,414.3263652859231,1110.394658966274,0.0,0.0,0.0,0.0,512.7749999999999,16.987137500000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102771.55398983785,64.08003116962072,63.43923085792459,0.0,10.0,230.7487499999999,34.72895250000003,12.048662785922534,277.52636528592245,118.80000000000061,18.0,414.3263652859231,1110.394658966274,0.0,10091.939074775055,0,3
smart,base,8,0.0,0.0,0.0,602.418,19.83414861111111,41.33333333333323,6.666666666666664,0.5,47.99999999999989,20.0,310.0,86.0,105116.51421083692,62.79361661340317,58.39806345046496,0.0,76.0,271.08809999999994,44.548942499999995,13.817144525315449,329.4541870253154,124.00000000000068,20.0,473.45418702531606,1268.857221227847,0.0,0.0,0.0,0.0,573.6080000000001,18.821106944444438,39.1999999999999,6.333333333333331,0.5,45.53333333333323,19.0,294.0,71.0,101389.17567459012,63.86317439820487,59.2919155991755,0.0,67.0,258.1236,42.141915,13.313533349881109,313.5790483498811,117.60000000000059,19.0,450.17904834988167,1206.479849577683,0.0,7746.97885377598,0,3
fixed,high_demand,8,68.0,530.0,3271.007983393579,514.06,16.697666666666677,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,145638.27193297844,91.42389951850498,89.90016785986323,2.0,10.0,231.32699999999994,32.479987500000014,17.399063735884134,281.20605123588405,118.80000000000061,18.0,418.0060512358847,1120.256217312171,0.0,67.0,527.0,3256.5991609791754,514.06,16.697666666666677,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,145638.27193297844,91.42389951850498,89.90016785986323,2.0,10.0,231.32699999999994,32.479987500000014,17.399063735884134,281.20605123588405,118.80000000000061,18.0,418.0060512358847,1120.256217312171,0.0,14742.785027316577,0,3
smart,high_demand,8,1.0,1.0,0.31435379285278486,937.7199999999998,30.771730555555553,62.79999999999982,11.000000000000002,1.5,73.79999999999983,33.0,468.0,100.0,159736.57153729076,63.20693713884561,53.78335741996322,3.0,73.0,421.9739999999997,63.65407499999998,19.673325505343563,505.3014005053432,188.4000000000016,33.0,726.7014005053448,1947.5597533543244,0.0,1.0,1.0,0.31435379285278486,874.3759999999997,28.58890277777777,57.99999999999984,10.333333333333334,1.5,68.33333333333317,31.0,432.0,89.0,149125.86625926147,63.92569712759833,53.450131275720956,3.0,64.0,393.4691999999998,58.91717249999998,18.156842181886326,470.54321468188607,174.0000000000014,31.0,675.5432146818874,1810.4558153474584,0.0,3915.1790526051345,0,3
fixed,traffic,8,0.0,0.0,0.0,512.7749999999999,22.516008750000008,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102836.31352026896,64.12040997647387,63.47920587670924,0.0,10.0,230.7487499999999,123.63409687500001,16.080753291525287,370.4636001665252,118.80000000000061,18.0,507.26360016652586,1359.4664484462894,0.0,0.0,0.0,0.0,512.7749999999999,22.516008750000008,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102836.31352026896,64.12040997647387,63.47920587670924,0.0,10.0,230.7487499999999,123.63409687500001,16.080753291525287,370.4636001665252,118.80000000000061,18.0,507.26360016652586,1359.4664484462894,0.0,10027.179544343977,0,3
smart,traffic,8,0.0,0.0,0.0,602.418,26.562232500000004,41.33333333333323,6.666666666666664,0.5,47.99999999999989,20.0,310.0,86.0,105155.65815448391,62.81700009228434,58.4198100858244,0.0,76.0,271.08809999999994,153.00449100000014,18.47549719747194,442.56808819747204,124.00000000000068,20.0,586.5680881974727,1572.0024763692268,0.0,0.0,0.0,0.0,573.6080000000001,25.194626250000013,39.1999999999999,6.333333333333331,0.5,45.53333333333323,19.0,294.0,71.0,101409.07150130894,63.875706413018996,59.303550585560785,0.0,67.0,258.1236,145.2174288750001,17.792528147367722,421.1335570223678,117.60000000000059,19.0,557.7335570223684,1494.7259328199473,0.0,7707.83491012893,0,3
fixed,sensor_failure,8,0.0,0.0,0.0,512.7749999999999,16.987137500000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102764.93732019968,64.07590554944477,63.43514649395042,0.0,134.0,230.7487499999999,34.72895250000003,12.046871073090148,277.52457357309004,118.80000000000061,18.0,414.3245735730907,1110.389857175883,0.0,0.0,0.0,0.0,512.7749999999999,16.987137500000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102764.93732019968,64.07590554944477,63.43514649395042,0.0,134.0,230.7487499999999,34.72895250000003,12.046871073090148,277.52457357309004,118.80000000000061,18.0,414.3245735730907,1110.389857175883,0.0,10098.555744413256,0,3
smart,sensor_failure,8,0.0,0.0,0.0,1219.0789999999993,41.37882638888885,46.93333333333321,13.33333333333334,0.0,60.26666666666655,40.0,352.0,109.0,106961.10880262734,56.2716271057593,29.71141911184093,0.0,847.0,548.5855499999997,110.68661250000001,14.991208184644805,674.2633706846445,140.80000000000092,40.0,855.0633706846454,2291.56983343485,0.0,0.0,0.0,0.0,1180.7429999999993,40.05971944444442,44.399999999999885,13.000000000000005,0.0,57.39999999999989,39.0,333.0,108.0,101118.78535520947,56.23333631142776,28.808770756469933,0.0,774.0,531.3343499999996,108.094905,14.112011437668485,653.5412664376681,133.2000000000008,39.0,825.741266437669,2212.986594052953,0.0,5902.384261985538,0,3
fixed,truck_capacity,8,8.0,714.0,3420.272078921773,574.7559999999995,18.237025000000003,38.53333333333324,5.999999999999998,1.5,44.53333333333324,18.0,283.0,1.0,99046.382815072,64.81244785700302,94.06114227452231,14.0,10.0,258.6402,34.68685500000002,21.336659829279956,314.66371482927997,115.60000000000056,18.0,448.2637148292805,1201.3467557424717,1.0,8.0,714.0,3420.272078921773,574.7559999999995,18.237025000000003,38.53333333333324,5.999999999999998,1.5,44.53333333333324,18.0,283.0,1.0,99046.382815072,64.81244785700302,94.06114227452231,14.0,10.0,258.6402,34.68685500000002,21.336659829279956,314.66371482927997,115.60000000000056,18.0,448.2637148292805,1201.3467557424717,1.0,10396.838170619083,0,3
smart,truck_capacity,8,0.0,0.0,0.0,809.7129999999997,26.000611111111116,44.26666666666655,10.333333333333334,1.8333333333333335,54.59999999999989,31.0,332.0,91.0,108352.18072101624,60.43740557843389,59.74754933609938,0.0,72.0,364.37084999999973,56.46797999999998,19.594278224494914,440.4331082244946,132.8000000000008,31.0,604.2331082244955,1619.344730041648,0.0,0.0,0.0,0.0,780.9029999999998,24.987569444444446,42.133333333333226,10.0,1.8333333333333335,52.133333333333226,30.0,316.0,76.0,104624.84218476941,61.31319865492817,59.615294692176306,0.0,63.0,351.4063499999998,54.06095249999999,18.819491800749773,424.28679430074953,126.40000000000072,30.0,580.6867943007503,1556.2406087260108,0.0,4511.312343596621,0,3
fixed,base,9,0.0,0.0,0.0,510.98299999999983,16.79704861111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102574.41602329281,63.95711187385757,63.31754075511901,0.0,9.0,229.94234999999992,33.84024750000001,12.016016449466298,275.79861394946624,118.80000000000061,18.0,412.5986139494669,1105.7642853845714,0.0,0.0,0.0,0.0,510.98299999999983,16.79704861111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102574.41602329281,63.95711187385757,63.31754075511901,0.0,9.0,229.94234999999992,33.84024750000001,12.016016449466298,275.79861394946624,118.80000000000061,18.0,412.5986139494669,1105.7642853845714,0.0,10151.712590137922,0,3
smart,base,9,0.0,0.0,0.0,784.5099999999994,25.43133055555557,44.66666666666655,9.333333333333332,1.3333333333333333,53.999999999999886,29.0,335.0,50.0,111180.87055766667,61.459851054542085,42.59803469642401,0.0,79.0,353.02949999999987,56.925044999999955,12.73915231579869,422.6936973157985,134.00000000000082,28.0,584.6936973157993,1566.9791088063423,0.0,0.0,0.0,0.0,753.8909999999995,24.524244444444456,43.466666666666555,8.999999999999998,1.3333333333333333,52.466666666666555,28.0,326.0,41.0,109026.48468689628,61.932790665130774,43.26447805035566,0.0,72.0,339.2509499999999,54.560542499999954,12.435327141972538,406.24681964197237,130.40000000000077,27.0,563.6468196419731,1510.573476640488,0.0,1545.2580557640101,1,3
fixed,high_demand,9,58.0,480.0,2929.7270820343074,510.6029999999999,16.497050000000016,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,145669.81530424557,91.4437007559608,89.9196390766948,2.0,9.0,229.77134999999998,31.970902500000008,17.25702210413316,278.9992746041332,118.80000000000061,18.0,415.79927460413376,1114.3420559390786,0.0,56.0,475.0,2899.7077760948114,510.6029999999999,16.497050000000016,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,145669.81530424557,91.4437007559608,89.9196390766948,2.0,9.0,229.77134999999998,31.970902500000008,17.25702210413316,278.9992746041332,118.80000000000061,18.0,415.79927460413376,1114.3420559390786,0.0,14853.344103194657,0,3
smart,high_demand,9,4.0,18.0,119.19445424983064,934.4089999999997,29.615002777777782,57.59999999999984,11.333333333333336,2.0,68.93333333333317,34.0,428.0,48.0,152253.01928939825,65.87617657035223,49.755888656666095,4.0,69.0,420.48404999999957,56.70348749999998,18.150189615078524,495.3377271150781,172.80000000000138,34.0,702.1377271150795,1881.7291086684133,0.0,4.0,18.0,119.19445424983064,856.8919999999997,27.091423611111118,52.93333333333319,10.333333333333334,1.8333333333333335,63.266666666666524,31.0,394.0,43.0,141746.51406573784,66.62272704725406,50.805202174099584,3.0,62.0,385.60139999999956,50.8615425,16.805847031926817,453.26878953192636,158.80000000000118,31.0,643.0687895319276,1723.424355945566,0.0,11080.672745826509,0,3
fixed,traffic,9,0.0,0.0,0.0,510.9829999999999,22.206341250000005,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102541.89184474864,63.936832425956226,63.29746410169668,0.0,9.0,229.94234999999992,121.46283562500003,16.085872102037335,367.4910577270373,118.80000000000061,18.0,504.2910577270379,1351.5000347084617,0.0,0.0,0.0,0.0,510.9829999999999,22.206341250000005,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102541.89184474864,63.936832425956226,63.29746410169668,0.0,9.0,229.94234999999992,121.46283562500003,16.085872102037335,367.4910577270373,118.80000000000061,18.0,504.2910577270379,1351.5000347084617,0.0,10184.236768682104,0,3
smart,traffic,9,0.0,0.0,0.0,782.9959999999994,34.08854062500001,43.999999999999886,9.333333333333332,1.3333333333333333,53.333333333333215,29.0,330.0,47.0,109884.44617899922,61.66355004433179,42.10132037509549,0.0,79.0,352.3481999999999,199.27865812500013,17.00364466539915,568.6305027903992,132.0000000000008,28.0,728.6305027904,1952.729747478272,0.0,0.0,0.0,0.0,752.3769999999995,32.86397437499999,42.79999999999989,8.999999999999998,1.3333333333333333,51.79999999999989,28.0,321.0,38.0,107726.08259670148,62.14727275683715,42.748445474881535,0.0,72.0,338.5696499999999,191.26408725000013,16.592990693176038,546.426727943176,128.40000000000074,27.0,701.8267279431768,1880.8956308877139,0.0,2841.682434431472,1,3
fixed,sensor_failure,9,0.0,0.0,0.0,510.0869999999998,16.70200416666668,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102494.44849775164,63.90725059094122,63.26817808503187,0.0,121.0,229.53914999999995,33.39589500000001,12.022513794277106,274.9575587942771,118.80000000000061,18.0,411.75755879427766,1103.5102575686642,0.0,0.0,0.0,0.0,510.0869999999998,16.70200416666668,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102494.44849775164,63.90725059094122,63.26817808503187,0.0,121.0,229.53914999999995,33.39589500000001,12.022513794277106,274.9575587942771,118.80000000000061,18.0,411.75755879427766,1103.5102575686642,0.0,10231.680115679155,0,3
smart,sensor_failure,9,1.0,1.0,1.4985908276822784,1248.8689999999995,42.47407777777779,49.466666666666534,14.000000000000007,0.0,63.46666666666654,42.0,371.0,150.0,106864.92619788182,53.34178206942288,28.271144496794136,0.0,857.0,561.9910499999999,109.1456324999999,15.085257756603937,686.2219402566037,148.40000000000103,42.0,876.6219402566047,2349.346799887701,0.0,1.0,1.0,1.4985908276822784,1184.5349999999992,40.19743472222222,46.39999999999988,13.33333333333334,0.0,59.73333333333322,40.0,348.0,139.0,100721.37773484718,53.598008586019176,27.978160481901995,0.0,772.0,533.0407499999997,103.52846249999993,14.185381387652008,650.7545938876516,139.2000000000009,40.0,829.9545938876524,2224.2783116189084,0.0,5859.703824721283,0,3
fixed,truck_capacity,9,6.0,434.0,2125.986737016062,539.7329999999998,17.499231944444453,39.06666666666657,5.999999999999998,1.5,45.06666666666657,18.0,288.0,0.0,100191.2759770989,64.42340276305231,95.14841023466182,9.0,9.0,242.8798499999999,34.22358000000003,19.187294274594663,296.29072427459454,117.20000000000059,18.0,431.4907242745951,1156.395141055915,0.0,6.0,434.0,2125.986737016062,539.7329999999998,17.499231944444453,39.06666666666657,5.999999999999998,1.5,45.06666666666657,18.0,288.0,0.0,100191.2759770989,64.42340276305231,95.14841023466182,9.0,9.0,242.8798499999999,34.22358000000003,19.187294274594663,296.29072427459454,117.20000000000059,18.0,431.4907242745951,1156.395141055915,0.0,10408.86589931577,0,3
smart,truck_capacity,9,0.0,0.0,0.0,796.4289999999994,25.701505555555574,46.39999999999988,9.666666666666666,1.5,56.06666666666654,29.0,348.0,82.0,109969.76365471087,58.5194570320939,64.82155240478095,0.0,72.0,358.39304999999973,55.33109999999998,20.035956589097136,433.76010658909684,139.2000000000009,29.0,601.9601065890977,1613.2530856587819,0.0,0.0,0.0,0.0,765.8099999999995,24.794419444444465,45.19999999999988,9.333333333333332,1.5,54.53333333333322,28.0,339.0,73.0,107815.3777839405,58.896196757314804,65.82135395844963,0.0,65.0,344.61449999999974,52.96659749999998,19.568533244749215,417.14963074474895,135.60000000000085,28.0,580.7496307447498,1556.4090103959295,0.0,2756.364958719827,0,3
fixed,base,10,0.0,0.0,0.0,512.7749999999999,16.987137500000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102291.55719110297,63.78074397749293,63.14293653771788,0.0,10.0,230.7487499999999,34.72895250000003,11.991115231846905,277.4688177318468,118.80000000000061,18.0,414.26881773184743,1110.2404315213512,0.0,0.0,0.0,0.0,512.7749999999999,16.987137500000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102291.55719110297,63.78074397749293,63.14293653771788,0.0,10.0,230.7487499999999,34.72895250000003,11.991115231846905,277.4688177318468,118.80000000000061,18.0,414.26881773184743,1110.2404315213512,0.0,10183.31779314479,0,3
smart,base,10,0.0,0.0,0.0,687.2859999999996,22.637693055555566,45.46666666666655,7.666666666666663,0.5,53.13333333333321,23.0,341.0,89.0,109864.05813215427,59.663331232841465,53.074424218432014,0.0,90.0,309.27869999999984,52.39266749999999,14.158999038197901,375.8303665381978,136.40000000000086,23.0,535.2303665381986,1434.4173823223723,0.0,0.0,0.0,0.0,659.6439999999997,21.74458055555557,43.86666666666655,7.33333333333333,0.5,51.19999999999988,22.0,329.0,78.0,106989.00835106394,60.221213751583875,54.034852702557544,0.0,84.0,296.83979999999997,50.04292499999998,13.77884301294354,360.66156801294346,131.6000000000008,22.0,514.2615680129443,1378.2210022746908,0.0,2610.8168520936206,0,3
fixed,high_demand,10,62.0,563.0,3208.7664338741793,508.63899999999995,16.37527916666668,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,145009.71480693217,91.02932505143266,89.51216963390875,2.0,10.0,228.88754999999998,31.557195000000014,17.113831682122555,277.5585766821226,118.80000000000061,18.0,414.35857668212316,1110.48098550809,0.0,59.0,557.0,3177.316209995233,508.63899999999995,16.37527916666668,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,145009.71480693217,91.02932505143266,89.51216963390875,2.0,10.0,228.88754999999998,31.557195000000014,17.113831682122555,277.5585766821226,118.80000000000061,18.0,414.35857668212316,1110.48098550809,0.0,14870.08748635299,0,3
smart,high_demand,10,0.0,0.0,0.0,937.8559999999991,31.13605416666667,63.33333333333315,10.333333333333334,0.6666666666666666,73.66666666666649,31.0,475.0,107.0,156170.70316334252,60.88526439116664,55.9751624241371,0.0,93.0,422.03519999999986,69.32355749999998,20.590027497460856,511.94878499746073,190.00000000000162,31.0,732.9487849974623,1964.3027437931992,0.0,0.0,0.0,0.0,871.802999999999,28.81344166666667,58.399999999999835,9.666666666666666,0.6666666666666666,68.0666666666665,29.0,438.0,96.0,145318.85127241063,61.440407268903456,55.67772079402706,0.0,87.0,392.3113499999999,64.13510249999997,19.06661427149071,475.51306677149057,175.2000000000014,29.0,679.713066771492,1821.6310189475987,0.0,6917.865563816946,0,3
fixed,traffic,10,0.0,0.0,0.0,512.7749999999999,22.516008750000008,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102350.25664624658,63.8173442114021,63.17917076928801,0.0,10.0,230.7487499999999,123.63409687500001,16.00321847976052,370.38606535476043,118.80000000000061,18.0,507.186065354761,1359.2586551507595,0.0,0.0,0.0,0.0,512.7749999999999,22.516008750000008,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102350.25664624658,63.8173442114021,63.17917076928801,0.0,10.0,230.7487499999999,123.63409687500001,16.00321847976052,370.38606535476043,118.80000000000061,18.0,507.186065354761,1359.2586551507595,0.0,10124.618338001226,0,3
smart,traffic,10,1.0,2.0,8.598502448985869,669.8379999999996,29.917878750000018,44.13333333333322,7.666666666666663,0.5,51.79999999999988,23.0,329.0,80.0,107218.04195043915,60.35013055861718,51.79615553161311,2.0,94.0,301.42709999999977,170.93507175000005,19.039089389709737,491.4012611397095,132.4000000000008,23.0,646.8012611397103,1733.4273798544236,0.0,1.0,2.0,8.598502448985869,642.1959999999996,28.712176875000015,42.533333333333225,7.33333333333333,0.5,49.86666666666655,22.0,317.0,69.0,104328.14990128054,60.94645980913696,52.690984798626545,2.0,88.0,288.9881999999999,163.40930437500006,18.523393203571544,470.9208975785715,127.60000000000073,22.0,620.5208975785722,1662.9960055105737,0.0,5248.234531359694,0,3
fixed,sensor_failure,10,0.0,0.0,0.0,512.7749999999999,16.987137500000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102291.55719110295,63.780743977492946,63.14293653771787,0.0,122.0,230.7487499999999,34.72895250000003,11.991115231846905,277.4688177318468,118.80000000000061,18.0,414.26881773184743,1110.2404315213512,0.0,0.0,0.0,0.0,512.7749999999999,16.987137500000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102291.55719110295,63.780743977492946,63.14293653771787,0.0,122.0,230.7487499999999,34.72895250000003,11.991115231846905,277.4688177318468,118.80000000000061,18.0,414.26881773184743,1110.2404315213512,0.0,10183.31779314479,0,3
smart,sensor_failure,10,0.0,0.0,0.0,1182.0809999999994,40.497684722222225,47.99999999999987,13.000000000000005,0.0,60.99999999999988,39.0,360.0,137.0,107439.86026510378,55.26741783184353,30.609646799174868,0.0,831.0,531.9364499999997,105.41524500000004,15.320192119424856,652.6718871194246,144.00000000000097,39.0,835.6718871194255,2239.6006574800604,0.0,0.0,0.0,0.0,1155.7529999999995,39.56822638888889,46.266666666666545,12.666666666666671,0.0,58.933333333333216,38.0,347.0,126.0,104333.04487276799,55.67992575129044,30.50673826689123,0.0,751.0,520.0888499999998,103.22939250000003,14.922735874750671,638.2409783747504,138.8000000000009,38.0,815.0409783747513,2184.3098220443335,0.0,5035.014719144062,0,3
